9,9,9,9,10,10,10,11,11,11,12,12,12,12,13,13,13,14,14,14,15,15,15,16,16,16,17,17,17,17,18,18,18,19,19,19,19,20,20,20,20,21,21,21,21,22,22,22,22,22,22,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,22,22,22,22,22,22,21,21,21,21,20,20,20,20,19,19,19,19,18,18,18,17,17,17,17,16,16,16,15,15,15,14,14,14,13,13,13,12,12,12,12,11,11,11,10,10,10,9,9,9,9,
9,9,9,10,10,10,11,11,11,12,12,12,13,13,13,14,14,14,14,15,15,15,16,16,16,17,17,17,18,18,18,19,19,19,19,20,20,20,21,21,21,21,22,22,22,22,22,23,23,23,23,23,23,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,23,23,23,23,23,23,22,22,22,22,22,21,21,21,21,20,20,20,19,19,19,19,18,18,18,17,17,17,16,16,16,15,15,14.5,14,14,14,14,13,13,13,12,12,12,11,11,11,10,10,10,9,9,9,
9,9,10,10,10,10.5,11,11,12,12,12,13,13,13,14,14,14,15,15,15,16,16,16,17,17,17,18,18,18,19,19,19,20,20,20,20,21,21,21,22,22,22,22,22,23,23,23,23,24,24,24,24,24,24,24,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,24,24,24,24,24,24,24,23,23,23,23,22,22,22,22,22,21,21,21,20,20,20,20,19,19,19,18,18,18,17,17,17,16,16,16,15,15,15,14,14,14,13,13,13,12,12,12,11,11,11,10,10,10,9,9,
9,10,10,10,11,11,11,12,12,12,13,13,13,14,14,14,15,15,15,16,16,16,17,17,17,18,18,18,19,19,19,20,20,20,21,21,21,22,22,22,22,23,23,23,23,24,24,24,24,24,25,25,25,25,25,25,25,25,26,26,26,26,26,26,26,26,26,26,26,26,25,25,25,25,25,25,25,25,24,24,24,24,24,23,23,23,23,22,22,22,22,21,21,21,20,20,20,19,19,19,18,18,18,17,17,17,16,16,16,15,15,15,14,14,14,13,13,13,12,12,12,11,11,11,10,10,10,9,
10,10,10,11,11,11,12,12,12,13,13,13,14,14,14,15,15,15,16,16,17,17,17,18,18,18,19,19,19,20,20,20,21,21,21,22,22,22,23,23,23,23,24,24,24,24,25,25,25,25,25,25,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,25,25,25,25,25,25,24,24,24,24,23,23,23,23,22,22,22,21,21,21,20,20,20,19,19,19,18,18,18,17,17,17,16,16,15,15,15,14,14,14,13,13,13,12,12,12,11,11,11,10,10,10,
10,10,11,11,11,12,12,12,13,13,13,14,14,14,15,15,16,16,16,17,17,17,18,18,19,19,19,20,20,20,21,21,21,22,22,22,23,23,23,24,24,24,24,25,25,25,25,26,26,26,26,26,26,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,26,26,26,26,26,26,25,25,25,25,24,24,24,24,23.5,23,23,22,22,22,21,21,21,20,20,20,19,19,19,18,18,17,17,17,16,16,16,15,15,14,14,14,13,13,13,12,12,12,11,11,11,10,10,
10,11,11,11,12,12,12,13,13,13,14,14,15,15,15,16,16,16,17,17,18,18,18,19,19,19,20,20,21,21,21,22,22,22,23,23,23,24,24,24,24,25,25,25,26,26,26,26,26,27,27,27,27,27,27,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,27,27,27,27,27,27,26,26,26,26,26,25,25,25,24,24,24,24,23,23,23,22,22,22,21,21,21,20,20,19,19,19,18,18,18,17,17,16,16,16,15,14.75,15,14,13.5,13,13,13,12,12,12,11,11,11,10,
11,11,11,12,12,12,13,13,13,14,14,15,15,15,16,16,17,17,17,18,18,18,19,19,20,20,20,21,21,22,22,22,23,23,23,24,24,24,25,25,25,25,26,26,26,27,27,27,27,27,28,28,28,28,28,28,28,29,29,29,29,29,29,29,29,29,29,29,29,29,29,28,28,28,28,28,28,28,27,27,27,27,27,26,26,26,25,25,25,25,24,24,24,23,23,23,22,22,22,21,21,20,20,20,19,19,18,18,18,17,17,17,16,16,15,15,15,14,14,13,13,13,12,12,12,11,11,11,
11,11,12,12,12,13,13,13,14,14,15,15,15,16,16,17,17,17,18,18,19,19,19,20,20,21,21,21,22,22,22,23,23,24,24,24,25,25,25,26,26,26,26,27,27,27,28,28,28,28,28,29,29,29,29,29,29,29,29,30,30,30,30,30,30,30,30,30,30,29,29,29,29,29,29,29,29,28,28,28,28,28,27,27,27,26,26,26,26,25,25,25,24,24,24,23,23,22,22,22,21,21,21,20,20,19,19,19,18,18,17,17,17,16,16,15,15,15,14,14,13,13,13,12,12,12,11,11,
11,12,12,12,13,13,13,14,14,15,15,15,16,16,17,17,17,18,18,19,19,19,20,20,21,21,21.5,22,22,23,23,23,24,24,25,25,25,26,26,26,27,27,27,27,28,28,28,29,29,29,29,29,30,30,30,30,30,30,30,30,30,30,31,31,31,31,30,30,30,30,30,30,30,30,30,30,29,29,29,29,29,28,28,28,27,27,27,27,26,26,26,25,25,25,24,24,23,23,23,22,22,22,21,21,20,20,19,19,19,18,18,17,17,17,16,16,15,15,15,14,14,13,13,13,12,12,12,11.6667,
12,12,12,13,13,13,14,14,15,15,15,16,16,17,17,17,18,18,19,19,20,20,20,21,21,22,22,23,23,23,24,24,25,25,25,26,26,26,27,27,27,28,28,28,29,29,29,29,30,30,30,30,30,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,30,30,30,30,30,29,29,29,29,28,28,28,27,27,27,26,26,26,25,25,25,24,24,23,23,23,22,22,21,21,20,20,20,19,19,18,18,17,17,17,16,16,15,15,15,14,14,13,13,13,12,12,12,
12,12,13,13,13,14,14,15,15,15,16,16,17,17,18,18,18,19,19,20,20,21,21,21,22,22,23,23,24,24,24,25,25,26,26,26,27,27,27,28,28,28,29,29,29,30,30,30,30,31,31,31,31,31,31,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,31,31,31,31,31,31,30,30,30,30,29,29,29,28,28,28,27,27,27,26,26,26,25,25,24,24,24,23,23,22,22,21,21,21,20,20,19,19,18,18,18,17,17,16,16,15,15,15,14,14,13,13,13,12,12,
12,13,13,13,14,14,15,15,15,16,16,17,17,18,18,18,19,19,20,20,21,21,22,22,22,23,23,24,24,25,25,25,26,26,27,27,27,28,28,28,29,29,29,30,30,30,31,31,31,31,32,32,32,32,32,32,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,32,32,32,32,32,32,31,31,31,31,30,30,30,29,29,29,28,28,28,27,27,27,26,26,25,25,25,24,24,23,23,22,22,22,21,21,20,20,19,19,18,18,18,17,17,16,16,15,15,15,14,14,13,13,13,12,
12,13,13,14,14,14,15,15,16,16,17,17,18,18,18,19,19,20,20,21,21,22,22,23,23,23,24,24,25,25,26,26,26,27,27,28,28,28,29,29,30,30,30,31,31,31,31,32,32,32,32,33,33,33,33,33,33,34,34,34,34,34,34,34,34,34,34,34,34,34,34,33,33,33,33,33,33,32,32,32,32,31,31,31,31,30,30,30,29,29,28,28,28,27,27,26,26,26,25,25,24,24,23,23,23,22,22,21,21,20,20,19,19,18,18,18,17,17,16,16,15,15,14,14,14,13,13,12,
13,13,14,14,14,15,15,16,16,17,17,18,18,18,19,19,20,20,21,21,22,22,23,23,24,24,24,25,25,26,26,27,27,28,28,28,29,29,30,30,30,31,31,31,32,32,32,32,33,33,33,33,34,34,34,34,34,34,34,35,35,35,35,35,35,35,35,35,35,34,34,34,34,34,34,34,33,33,33,33,32,32,32,32,31,31,31,30,30,30,29,29,28,28,28,27,27,26,26,25,25,24,24,24,23,23,22,22,21,21,20,20,19,19,18,18,18,17,17,16,16,15,15,14,14,14,13,13,
13,14,14,14,15,15,16,16,17,17,17,18,18,19,19,20,20,21,21,22,22,23,23,24,24,25,25,26,26,26,27,27,28,28,29,29,29,30,30,31,31,31,32,32,32,33,33,33,34,34,34,34,34,35,35,35,35,35,35,35,35,36,36,36,36,36,36,35,35,35,35,35,35,35,35,34,34,34,34,34,33,33,33,32,32,32,31,31,31,30,30,29,29,29,28,28,27,27,26,26,26,25,25,24,24,23,23,22,22,21,21,20,20,19,19,18,18,17,17,17,16,16,15,15,14,14,14,13,
13,14,14,15,15,16,16,17,17,17,18,18,19,19,20,20,21,21,22,22,23,23,24,24,25,25,26,26,27,27,28,28,28,29,29,30,30,31,31,31,32,32,32,33,33,33,34,34,34,35,35,35,35,35,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,35,35,35,35,35,34,34,34,33,33,33,32,32,32,31,31,31,30,30,29,29,28,28,28,27,27,26,26,25,25,24,24,23,23,22,22,21,21,20,20,19,19,18,18,17,17,17,16,16,15,15,14,14,13,
14,14,15,15,15,16,16,17,17,18,18,19,19,20,20,21,21,22,22,23,23,24,24,25,25,26,26,27,27,28,28,29,29,30,30,30,31,31,32,32,33,33,33,34,34,34,35,35,35,35,36,36,36,36,36,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,36,36,36,36,36,35,35,35,35,34,34,34,33,33,33,32,32,31,31,30,30,30,29,28.5,28,28,27,27,26,26,25,25,24,24,23,23,22,22,21,21,20,20,19,19,18,18,17,17,16,16,15,15,15,14,14,
14,14,15,15,16,16,17,17,18,18,19,19,20,20,21,21,22,22,23,23,24,24,25,25,26,26,27,27,28,28,29,29,30,30,31,31,32,32,32,33,33,34,34,34,35,35,35,36,36,36,36,37,37,37,37,37,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,37,37,37,37,37,36,36,36,36,35,35,35,34,34,34,33,33,32,32,32,31,31,30,30,29,29,28,28,27,27,26,26,25,25,24,24,23,23,22,22,21,21,20,20,19,19,18,18,17,17,16,16,15,15,14,14,
14,15,15,16,16,17,17,18,18,19,19,20,20,21,21,22,22,23,23,24,24,25,25,26,26,27,28,28,29,29,30,30,31,31,31,32,32,33,33.25,34,34,34,35,35,36,36,36,36,37,37,37,38,38,38,38,38,38,39,39,39,39,39,39,39,39,39,39,39,39,39,39,38,38,38,38,38,38,37,37,37,36,36,36,36,35,35,34,34,34,33,33,32,32,31,31,31,30,30,29,29,28,28,27,26,26,25,25,24,24,23,23,22,22,21,21,20,20,19,19,18,18,17,17,16,16,15,15,14,
15,15,16,16,17,17,18,18,19,19,20,20,21,21,22,22,23,23,24,24,25,25,26,27,27,28,28,29,29,30,30,31,31,32,32,33,33,33,34,34,35,35,36,36,36,37,37,37,38,38,38,38,39,39,39,39,39,39,40,40,40,40,40,40,40,40,40,40,40,40,39,39,39,39,39,39,38,38,38,38,37,37,37,36,36,36,35,35,34,34,33,33,33,32,32,31,31,30,30,29,29,28,28,27,27,26,25,25,24,24,23,23,22,22,21,21,20,20,19,19,18,18,17,17,16,16,15,15,
15,15,16,16,17,17,18,18,19,19,20,21,21,22,22,23,23,24,24,25,25,26,27,27,28,28,29,29,30,30,31,31,32,32,33,33,34,34,35,35,36,36,36,37,37,37,38,38,38,39,39,39,39,40,40,40,40,40,40,41,41,41,41,41,41,41,41,41,41,40,40,40,40,40,40,39,39,39,39,38,38,38,37,37,37,36,36,36,35,35,34,34,33,33,32,32,31,31,30,30,29,29,28,28,27,27,26,25,25,24,24,23,23,22,22,21,21,20,19,19,18,18,17,17,16,16,15,15,
15,16,16,17,17,18,18,19,19,20,20,21,22,22,23,23,24,24,25,25,26,27,27,28,28,29,29,30,30,31,31,32,33,33,34,34,34,35,35,36,36,37,37,37,38,38,39,39,39,39,40,40,40,40,41,41,41,41,41,41,41,42,42,42,42,42,42,41,41,41,41,41,41,41,40,40,40,39.75,39,39,39,39,38,38,37,37,37,36,36,35,35,34,34,34,33,33,32,31,31,30,30,29,29,28,28,27,27,26,25,25,24,24,23,23,22,22,21,20,20,19,19,18,18,17,17,16,16,15,
16,16,17,17,18,18,19,19,20,20,21,21,22,23,23,24,24,25,25,26,27,27,28,28,29,29,30,31,31,32,32,33,33,34,34,35,35,36,36,37,37,37,38,38,39,39,39,40,40,40,41,41,41,41,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,41,41,41,41,40,40,40,39,39,39,38,38,37,37,37,36,36,35,35,34,34,33,33,32,32,31,31,30,29,29,28,28,27,27,26,25,25,24,24,23,23,22,21,21,20,20,19,19,18,18,17,17,16,16,
16,16,17,17,18,19,19,20,20,21,21,22,22,23,24,24,25,25,26,26,27,28,28,29,29,30,31,31,32,32,33,33,34,34,35,35,36,36,37,37,38,38,39,39,39,40,40,40,41,41,41,42,42,42,42,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,42,42,42,42,41,41,41,40,40,40,39,39,39,38,38,37,37,36,36,35,35,34,34,33,33,32,32,31,31,30,29,29,28,28,27,26,26,25,25,24,24,23,22,22,21,21,20,20,19,19,18,17,17,16,16,
16,17,17,18,18,19,19,20,21,21,22,22,23,23,24,25,25,26,26,27,28,28,29,29,30,31,31,32,32,33,33,34,35,35,36,36,37,37,38,38,38,39,39,40,40,41,41,41,42,42,42,42,43,43,43,43,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,43,43,43,43,42,42,42,42,41,41,41,40,40,39,39,38,38,38,37,37,36,36,35,35,34,33,33,32,32,31,31,30,29,29,28,28,27,26,26,25,25,24,23,22.5,22,22,21,21,20,19,19,18,18,17,17,16,
17,17,18,18,19,19,20,20,21,22,22,23,23,24,24,25,26,26,27,28,28,29,29,30,31,31,32,32,33,33,34,35,35,36,36,37,37,38,38,39,39,40,40,41,41,41,42,42,42,43,43,43,44,44,44,44,44,45,45,45,45,45,45,45,45,45,45,45,45,45,45,44,44,44,44,44,43,43,43,42,42,42,41,41,41,40,40,39,39,38,38,37,37,36,36,35,35,34,33,33,32,32,31,31,30,29,29,28,28,27,26,26,25,24,24,23,23,22,22,21,20,20,19,19,18,18,17,17,
17,17,18,18,19,20,20,21,21,22,23,23,24,24,25,26,26,27,27,28,29,29,30,31,31,32,32,33,34,34,35,35,36,36,37,37,38,38,39,39,40,40,41,41,42,42,42,43,43,43,44,44,44,45,45,45,45,45,45,46,46,46,46,46,46,46,46,46,46,45,45,45,45,45,45,44,44,44,43,43,43,42,42,42,41,41,40,40,39,39,38,38,37,37,36,36,35,35,34,34,33,32,32,31,31,30,29,29,28,27,27,26,26,25,24,24,23,23,22,21,21,20,20,19,18,18,17,17,
17,18,18,19,19,20,21,21,22,22,23,24,24,25,25,26,27,27,28,29,29,30,30,31,32,32,33,34,34,35,35,36,36,37,38,38,39,39,40,40,41,41,42,42,42,43,43,44,44,44,45,45,45,45,46,46,46,46,46,46,46,47,47,47,47,46.75,47,46,46,46,46,46,46,46,45,45,45,45,44,44,44,43,43,42,42,42,41,41,40,40,39,39,38,38,37,36,36,35,35,34,34,33,32,32,31,30,30,29,29,28,27,27,26,25,25,24,24,23,22,22,21,21,20,19,19,18,18,17,
17,18,19,19,20,20,21,22,22,23,23,24,25,25,26,26,27,28,28,29,30,30,31,32,32,33,33,34,35,35,36,37,37,38,38,39,39,40,40,41,41,42,42,43,43,44,44,44,44.5,45,45,46,46,46,46,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,46.5,46,46,46,46,45,45,45,44,44,44,43,43,42,42,41,41,40,40,39,39,38,38,37,37,36,35,35,34,33,33,32,32,31,30,30,29,28,28,27,26,26,25,25,24,23,23,22,22,21,20,20,19,19,18,17,
18,18,19,19,20,21,21,22,22,23,24,24,25,26,26,27,28,28,29,30,30,31,31,32,33,33,34,35,35,36,37,37,38,38,39,39,40,41,41,42,42,43,43,43,44,44,45,45,45,46,46,46,47,47,47,47,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,47,47,47,47,46,46,46,45,45,45,44,44,43,43,43,42,42,41,41,40,39,39,38,38,37,37,36,35,35,34,33.5,33,32,31,31,30,30,29,28,28,27,26,26,25,24,24,23,22,22,21,21,20,19,19,18,18,
18,19,19,20,20,21,22,22,23,23,24,25,25,26,27,27,28,29,29,30,31,31,32,33,33,34,35,35,36,37,37,38,38,39,40,40,41,41,42,42,43,43,44,44,45,45,45,46,46,47,47,47,47,48,48,48,48,49,49,49,49,49,49,49,49,49,49,49,49,49,49,48,48,48,48,47,47,47,47,46,46,45,45,45,44,44,43,43,42,42,41,41,40,40,39,38,38,37,37,36,35,35,34,33,33,32,31,31,30,29,29,28,27,27,26,25,25,24,23,23,22,22,21,20,20,19,19,18,
18,19,20,20,21,21,22,23,23,24,25,25,26,26,27,28,28,29,30,31,31,32,33,33,34,35,35,36,36,37,38,38,39,40,40,41,41,42,42,43,43,44,44,45,45,46,46,47,47,47,48,48,48,48,49,49,49,49,49,50,50,50,50,50,50,50,50,50,50,49,49,49,49,49,48,48,48,48,47,47,47,46,46,45,45,44,44,43,43,42,42,41,41,40,40,39,38,38,37,36,36,35,35,34,33,33,32,31,31,30,29,28,28,27,26,26,25,25,24,23,23,22,21,21,20,20,19,18,
19,19,20,20.5,21,22,22,23,24,24,25,26,26,27,28,28,29,30,30,31,32,32,33,34,34,35,36,36,37,38,38,39,40,40,41,41,42,43,43,44,44,45,45,46,46,46,47,47,48,48,48,49,49,49,49,50,50,50,50,50,50,51,51,51,51,51,51,50,50,50,50,50,50,49,49,49,49,48,48,48,47,47,46,46,46,45,45,44,44,43,43,42,41,41,40,40,39,38,38,37,36,36,35,34,34,33,32,32,31,30,30,29,28,28,27,26,26,25,24,24,23,22,22,21,20,19.75,19,19,
19,19,20,21,21,22,23,23,24,25,25,26,27,27,28,29,29,30,31,31,32,33,34,34,35,36,36,37,38,38,39,40,40,41,41,42,43,43,44,44,45,45,46,46,47,47,48,48,48,49,49,49,50,50,50,50,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,50,50,50,50,49,49,49,48,48,48,47,47,46,46,45,45,44,44,43,43,42,41,41,40,40,39,38,38,37,36,36,35,34,34,33,32,31,31,30,29,29,28,27,27,26,25,25,24,23,23,22,21,21,20,19,19,
19,20,20,21,22,22,23,24,24,25,26,26,27,28,28,29,30,30,31,32,33,33,34,35,35,36,37,37,38,39,39,40,41,41,42,43,43,44,44,45,45,46,46,47,47,48,48,49,49,49,50,50,50,51,51,51,51,52,52,52,52,52,52,52,52,52,52,52,52,52,52,51,51,51,51,50,50,50,49,49,49,48,48,47,47,46,46,45,45,44,44,43,43,42,41,41,40,39,39,38,37,37,36,35,35,34,33,33,32,31,30,30,29,28,28,27,26,26,25,24,24,23,22,22,21,20,20,19,
19,20,21,21,22,23,23,24,25,25,26,27,27,28,29,29,30,31,32,32,33,34,34,35,36,37,37,38,39,39,40,41,41,42,43,43,44,44,45,46,46,47,47,48,48,49,49,49,50,50,51,51,51,51,52,52,52,52,52,53,53,53,53,53,53,53,53,53,53,52,52,52,52,51.5,51,51,51,51,50,50,49,49,49,48,48,47,47,46,46,45,44,44,43,43,42,41,41,40,39,39,38,37,37,36,35,34,34,33,32,32,31,30,29,29,28,27,27,26,25,25,24,23,23,22,21,21,20,19,
20,20,21,22,22,23,24,24,25,26,26,27,28,28,29,30,31,31,32,33,33,34,35,36,36,37,38,38,39,40,41,41,42,43,43,44,44,45,46,46,47,47,48,48,49,49,50,50,50,51,51,52,52,52,52,53,53,53,53,53,53,53,54,54,54,54,53,53,53,53,53,53,53,52,52,52,52,51,51,50,50,50,49,49,48,48,47,47,46,46,45,44,44,43,43,42,41,41,40,39,38,38,37,36,36,35,34,33,33,32,31,31,30,29,28,28,27,26,26,25,24,24,23,22,22,21,20,20,
20,21,21,22,23,23,24,25,25,26,27,27,28,29,30,30,31,32,32,33,34,35,35,36,37,38,38,39,40,40,41,42,42,43,44,44,45,46,46,47,47,48,48,49,49,50,50,51,51,51,52,52,53,53,53,53,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,53,53,53,53,52,52,51,51,51,50,50,49,49,48,48,47,47,46,46,45,44,44,43,42,42,41,40,40,39,38,38,37,36,35,35,34,33,32,32,31,30,30,29,28,27,27,26,25,25,24,23,23,22,21,21,20,
20,21,22,22,23,24,24,25,26,26,27,28,28,29,30,31,31,32,33,34,34,35,36,37,37,38,39,39,40,41,42,42,43,44,44,45,46,46,47,47,48,48,49,49,50,50,51,51,52,52,53,53,53,53,54,54,54,54,55,55,55,55,55,55,55,55,55,55,55,55,54,54,54,54,53,53,53,53,52,52,51,51,50,50,49,49,48,48,47,47,46,46,45,44,44,43,42,42,41,40,39,39,38,37,37,36,35,34,34,33,32,31,31,30,29,28,28,27,26,26,25,24,24,23,22,22,21,20,
20,21,22,22,23,24,24,25,26,27,27,28,29,30,30,31,32,33,33,34,35,36,36,37,38,38,39,40,41,41,42,43,43,44,45,45,46,47,47,48,48,49,50,50,51,51,52,52,52,53,53,53,54,54,54,55,55,55,55,55,55,56,56,56,56,56,56,55,55,55,55,55,55,54,54,54,53,53,53,52,52,52,51,51,50,50,49,48,48,47,47,46,45,45,44,43,43,42,41,41,40,39,38,38,37,36,36,35,34,33,33,32,31,30,30,29,28,27,27,26,25,24,24,23,22,22,21,20,
21,21,22,23,23,24,25,25,26,27,28,28,29,30,31,31,32,33,34,34,35,36,37,37,38,39,40,40,41,42,43,43,44,45,45,46,47,47,48,48,49,50,50,51,51,52,52,53,53,53,54,54,54,55,55,55,55,56,56,56,56,56,56,56,56,56,56,56,56,56,56,55,55,55,55,54,54,54,53,53,53,52,52,51.5,51,50,50,49,48,48,47,47,46,45,45,44,43,43,42,41,40,40,39,38,37,37,36,35,34,34,33,32,31,31,30,29,28,28,27,26,25,25,24,23,23,22,21,21,
